id_compra,data,mes,cliente,valor_total_da_compra
1221100424059-01,2022-03-29,3,Cliente 1851,57.7
1221100962666-01,2022-03-29,3,Cliente 2219,994.8
1221101280290-01,2022-03-29,3,Cliente 1851,206.7
1221102491567-01,2022-03-29,3,Cliente 2220,54.9
1221102592654-01,2022-03-29,3,Cliente 2221,313.0
1221102643774-01,2022-03-29,3,Cliente 2222,319.7
1221110501603-01,2022-03-29,3,Cliente 2223,139.0
1221110747322-01,2022-03-29,3,Cliente 2224,335.0
1221111005267-01,2022-03-29,3,Cliente 227,368.3
1251580800647-01,2022-08-03,8,Cliente 2225,168.34
1251491849930-01,2022-08-03,8,Cliente 433,68.9
1251581148389-01,2022-08-03,8,Cliente 1621,325.26
1251492397092-01,2022-08-03,8,Cliente 2226,96.0
1251590605918-01,2022-08-03,8,Cliente 2227,284.78
1251492543776-01,2022-08-03,8,Cliente 2228,103.89
1251591104766-01,2022-08-03,8,Cliente 2229,182.08
1251492981191-01,2022-08-03,8,Cliente 2230,183.8
1251592032673-01,2022-08-03,8,Cliente 2231,182.08
1251500217180-01,2022-08-03,8,Cliente 2232,158.0
1251592425294-01,2022-08-03,8,Cliente 2233,56.9
1251600602938-01,2022-08-03,8,Cliente 2234,56.9
1251500580820-01,2022-08-03,8,Cliente 2235,133.8
1251601448612-01,2022-08-03,8,Cliente 2236,290.6
1251501149018-01,2022-08-03,8,Cliente 2237,187.0
1251602935388-01,2022-08-03,8,Cliente 2238,215.46
1251603378589-01,2022-08-03,8,Cliente 2239,181.0
1251503488791-01,2022-08-03,8,Cliente 2240,414.2
1251612056704-01,2022-08-03,8,Cliente 2241,136.56
1251731446493-01,2022-08-04,8,Cliente 23,115.46
1251510919893-01,2022-08-03,8,Cliente 2242,194.7
1251731961755-01,2022-08-04,8,Cliente 2243,180.7
1251512618038-01,2022-08-03,8,Cliente 2244,169.4
1251740002175-01,2022-08-04,8,Cliente 2245,162.7
1251513588263-01,2022-08-03,8,Cliente 2246,139.1
1251752274977-01,2022-08-04,8,Cliente 2247,123.1
1251760718388-01,2022-08-04,8,Cliente 2248,270.9
1251520403193-01,2022-08-03,8,Cliente 2249,213.6
1251761239569-01,2022-08-04,8,Cliente 2250,58.9
1251520422732-01,2022-08-03,8,Cliente 2251,200.43
1251762007564-01,2022-08-04,8,Cliente 2252,257.0
1251520963202-01,2022-08-03,8,Cliente 1513,56.9
1251762791778-01,2022-08-04,8,Cliente 2253,183.8
1251770107141-01,2022-08-04,8,Cliente 2254,56.9
1251770448671-01,2022-08-04,8,Cliente 333,116.22
1251521271438-01,2022-08-03,8,Cliente 2255,262.26
1251771078958-01,2022-08-04,8,Cliente 2256,58.9
1251771522670-01,2022-08-04,8,Cliente 2257,56.9
1251522459212-01,2022-08-03,8,Cliente 2258,182.08
1251772598827-01,2022-08-04,8,Cliente 23,62.82
1251522858574-01,2022-08-03,8,Cliente 2259,36.9
1251772851788-01,2022-08-04,8,Cliente 2260,56.9
1251530091557-01,2022-08-03,8,Cliente 2261,56.9
1251772915071-01,2022-08-04,8,Cliente 2262,182.08
1251773180527-01,2022-08-04,8,Cliente 2263,183.68
1251530096996-01,2022-08-03,8,Cliente 2264,269.6
1251781071087-01,2022-08-04,8,Cliente 2265,90.9
1251530819152-01,2022-08-03,8,Cliente 2266,362.5
1251790069907-01,2022-08-04,8,Cliente 2267,115.8
1251531699489-01,2022-08-03,8,Cliente 2268,83.8
1251791175374-01,2022-08-04,8,Cliente 2269,620.5
1251792921284-01,2022-08-04,8,Cliente 2270,56.9
1251532070315-01,2022-08-03,8,Cliente 2271,154.56
1251793555195-01,2022-08-04,8,Cliente 2272,83.8
1251800254400-01,2022-08-04,8,Cliente 2273,332.7
1251532141996-01,2022-08-03,8,Cliente 2274,56.9
1251800467219-01,2022-08-04,8,Cliente 1719,228.0
1251533387181-01,2022-08-03,8,Cliente 2275,36.9
1251800795887-01,2022-08-04,8,Cliente 2276,25.9
1251801065029-01,2022-08-04,8,Cliente 2277,278.0
1251533429433-01,2022-08-03,8,Cliente 1760,98.9
1251802949661-01,2022-08-04,8,Cliente 2278,166.7
1251540292886-01,2022-08-03,8,Cliente 2279,289.67
1251812459233-01,2022-08-04,8,Cliente 2280,156.3
1251540436769-01,2022-08-03,8,Cliente 2281,153.86
1251821162517-01,2022-08-04,8,Cliente 2282,166.7
1251822401730-01,2022-08-04,8,Cliente 2283,142.7
1251540673415-01,2022-08-03,8,Cliente 2284,83.1
1251822702272-01,2022-08-04,8,Cliente 2285,461.0
1251540746475-01,2022-08-03,8,Cliente 2286,100.9
1251830708349-01,2022-08-04,8,Cliente 2287,183.46
1251833035001-01,2022-08-04,8,Cliente 2288,221.7
1251541181851-01,2022-08-03,8,Cliente 2289,109.7
1251841580045-01,2022-08-04,8,Cliente 2290,113.8
1251541271783-01,2022-08-03,8,Cliente 861,284.2
1251842513847-01,2022-08-04,8,Cliente 2291,240.98
1251843448887-01,2022-08-04,8,Cliente 2292,155.46
1251541327721-01,2022-08-03,8,Cliente 2293,183.7
1251850218017-01,2022-08-04,8,Cliente 2294,194.08
1251542326388-01,2022-08-03,8,Cliente 2295,258.9
1251851487616-01,2022-08-04,8,Cliente 2296,113.8
1251543169546-01,2022-08-03,8,Cliente 2297,300.6
1251851726531-01,2022-08-04,8,Cliente 2298,160.7
1251851939154-01,2022-08-04,8,Cliente 2299,258.9
1251543175819-01,2022-08-03,8,Cliente 2300,157.0
1251543414002-01,2022-08-03,8,Cliente 2301,514.0
1251543431719-01,2022-08-03,8,Cliente 2302,157.0
1251550501226-01,2022-08-03,8,Cliente 2303,78.9
1251550829844-01,2022-08-03,8,Cliente 2304,36.9
1251552816299-01,2022-08-03,8,Cliente 2305,182.08
1251560156678-01,2022-08-03,8,Cliente 2306,211.6
1251560449205-01,2022-08-03,8,Cliente 2307,56.9
1251561507686-01,2022-08-03,8,Cliente 1464,56.9
1251561955573-01,2022-08-03,8,Cliente 2308,139.0
1251562244457-01,2022-08-03,8,Cliente 1545,196.3
1251562807051-01,2022-08-03,8,Cliente 2309,257.48
1251563435078-01,2022-08-03,8,Cliente 2310,166.26
1251571794647-01,2022-08-03,8,Cliente 2311,109.42
1251571850800-01,2022-08-03,8,Cliente 2312,119.9
1251573035371-01,2022-08-03,8,Cliente 2313,136.56
1252052780795-01,2022-08-05,8,Cliente 2314,224.8
1252061114583-01,2022-08-05,8,Cliente 2315,56.9
1252070779243-01,2022-08-05,8,Cliente 2316,56.9
1252072359766-01,2022-08-05,8,Cliente 2317,56.9
1252072695944-01,2022-08-05,8,Cliente 2318,280.66
1252080198534-01,2022-08-05,8,Cliente 2319,102.42
1252081720346-01,2022-08-05,8,Cliente 2320,58.9
1252082899305-01,2022-08-05,8,Cliente 2321,103.6
1251860762299-01,2022-08-04,8,Cliente 2010,301.0
1251861886055-01,2022-08-04,8,Cliente 2322,137.5
1251863539893-01,2022-08-04,8,Cliente 2323,125.8
1252083012348-01,2022-08-05,8,Cliente 2324,56.9
1251871138319-01,2022-08-05,8,Cliente 2325,185.28
1252090518483-01,2022-08-05,8,Cliente 2326,96.2
1252090961826-01,2022-08-05,8,Cliente 1360,51.8
1252102854140-01,2022-08-05,8,Cliente 2327,182.08
1252102879991-01,2022-08-05,8,Cliente 2328,96.2
1252110886613-01,2022-08-06,8,Cliente 2329,74.2
1252121945247-01,2022-08-06,8,Cliente 2330,188.7
1252123483207-01,2022-08-06,8,Cliente 2331,58.9
1252191006569-01,2022-08-06,8,Cliente 2332,358.7
1252191585905-01,2022-08-06,8,Cliente 2333,56.9
1252210046695-01,2022-08-06,8,Cliente 2334,160.26
1252213418396-01,2022-08-06,8,Cliente 2335,36.9
1252220996544-01,2022-08-06,8,Cliente 2336,373.68
1252221224807-01,2022-08-06,8,Cliente 2337,56.9
1252222867650-01,2022-08-06,8,Cliente 2338,49.9
1252223544852-01,2022-08-06,8,Cliente 2339,96.2
1252232767677-01,2022-08-06,8,Cliente 183,183.68
1251871886982-01,2022-08-04,8,Cliente 2340,230.9
1251891424646-01,2022-08-05,8,Cliente 2341,132.7
1251960133796-01,2022-08-05,8,Cliente 2342,120.8
1251960226992-01,2022-08-05,8,Cliente 2343,228.9
1251960363975-01,2022-08-05,8,Cliente 2344,180.6
1252233519336-01,2022-08-06,8,Cliente 2345,212.7
1252252040577-01,2022-08-06,8,Cliente 2346,122.8
1251962569565-01,2022-08-05,8,Cliente 2347,56.9
1251963532968-01,2022-08-05,8,Cliente 2348,390.0
1252253153370-01,2022-08-06,8,Cliente 2349,182.08
1251973415123-01,2022-08-05,8,Cliente 2350,157.0
1251980415947-01,2022-08-05,8,Cliente 493,96.2
1252260579205-01,2022-08-06,8,Cliente 2351,259.7
1251980616748-01,2022-08-05,8,Cliente 2352,429.0
1252262582025-01,2022-08-06,8,Cliente 2353,151.7
1251981252435-01,2022-08-05,8,Cliente 2354,201.7
1251981266664-01,2022-08-05,8,Cliente 2355,56.9
1251981330598-01,2022-08-05,8,Cliente 2356,218.1
1251981444466-01,2022-08-05,8,Cliente 2357,153.8
1252263327808-01,2022-08-06,8,Cliente 2358,122.7
1252271058926-01,2022-08-06,8,Cliente 2359,229.5
1252271201067-01,2022-08-06,8,Cliente 2360,183.68
1252271288634-01,2022-08-06,8,Cliente 2361,58.9
1252271712355-01,2022-08-06,8,Cliente 2362,151.0
1252272852963-01,2022-08-06,8,Cliente 2363,186.7
1252273408353-01,2022-08-06,8,Cliente 2364,188.6
1252273535102-01,2022-08-06,8,Cliente 2365,125.8
1252280141071-01,2022-08-06,8,Cliente 2366,58.9
1252281112958-01,2022-08-06,8,Cliente 2367,230.6
1251981781904-01,2022-08-05,8,Cliente 2368,90.9
1252281205952-01,2022-08-06,8,Cliente 2369,131.9
1252282780130-01,2022-08-06,8,Cliente 2370,224.69
1252290017711-01,2022-08-06,8,Cliente 2371,170.49
1251982445459-01,2022-08-05,8,Cliente 2372,65.8
1252290470425-01,2022-08-06,8,Cliente 2373,74.9
1251983348370-01,2022-08-05,8,Cliente 23,57.22
1252292658564-01,2022-08-06,8,Cliente 2374,258.9
1251983497270-01,2022-08-05,8,Cliente 2354,86.5
1251990530102-01,2022-08-05,8,Cliente 2375,151.0
1252302807688-01,2022-08-06,8,Cliente 2376,154.56
1251991448944-01,2022-08-05,8,Cliente 2377,105.9
1251991527946-01,2022-08-05,8,Cliente 2378,174.7
1252303389736-01,2022-08-06,8,Cliente 2379,82.8
1251991769382-01,2022-08-05,8,Cliente 2380,77.8
1252321334164-01,2022-08-06,8,Cliente 2381,56.9
1251992530347-01,2022-08-05,8,Cliente 2382,181.4
1251992833015-01,2022-08-05,8,Cliente 2383,56.9
1252321791186-01,2022-08-06,8,Cliente 2384,58.9
1252000867814-01,2022-08-05,8,Cliente 2385,257.0
1252001516268-01,2022-08-05,8,Cliente 2386,90.9
1252321813624-01,2022-08-06,8,Cliente 1792,479.6
1252001538004-01,2022-08-05,8,Cliente 2387,56.9
1252002619094-01,2022-08-05,8,Cliente 2388,164.7
1252010100652-01,2022-08-05,8,Cliente 2389,51.8
1252010177213-01,2022-08-05,8,Cliente 2390,229.6
1252012898891-01,2022-08-05,8,Cliente 2391,101.37
1252020128672-01,2022-08-05,8,Cliente 2392,172.7
1252022301331-01,2022-08-05,8,Cliente 2393,181.79
1252022423889-01,2022-08-05,8,Cliente 2394,62.8
1252022611930-01,2022-08-05,8,Cliente 2395,221.9
1252023326925-01,2022-08-05,8,Cliente 2396,196.16
1252030238182-01,2022-08-05,8,Cliente 2397,224.8
1252031009966-01,2022-08-05,8,Cliente 2398,114.2
1252031683802-01,2022-08-05,8,Cliente 2399,151.0
1252041437292-01,2022-08-05,8,Cliente 2400,280.0
1252042345784-01,2022-08-05,8,Cliente 2401,243.6
1252043072610-01,2022-08-05,8,Cliente 2402,187.6
1252043168347-01,2022-08-05,8,Cliente 2403,106.8
1252051080968-01,2022-08-05,8,Cliente 2404,50.0
1252051836071-01,2022-08-05,8,Cliente 2405,225.06
1252052509176-01,2022-08-05,8,Cliente 363,58.9
1252331458029-01,2022-08-06,8,Cliente 2406,258.9
1252332081791-01,2022-08-06,8,Cliente 2407,258.9
1252440935271-01,2022-08-07,8,Cliente 2408,183.68
1252441368519-01,2022-08-07,8,Cliente 2360,183.68
1252443257228-01,2022-08-07,8,Cliente 2409,338.0
1252443272731-01,2022-08-07,8,Cliente 2360,183.68
1252452583709-01,2022-08-07,8,Cliente 2410,188.0
1252470476478-01,2022-08-07,8,Cliente 2411,151.0
1252473067311-01,2022-08-07,8,Cliente 2412,151.0
1252480356635-01,2022-08-07,8,Cliente 2413,186.46
1252692061844-01,2022-08-08,8,Cliente 2414,156.3
1252482355025-01,2022-08-07,8,Cliente 2415,104.9
1252491415954-01,2022-08-07,8,Cliente 2072,245.6
1252492960369-01,2022-08-07,8,Cliente 1387,131.8
1252501961227-01,2022-08-07,8,Cliente 2416,150.16
1252502549501-01,2022-08-07,8,Cliente 2417,201.06
1252502612177-01,2022-08-07,8,Cliente 2418,56.9
1252503516498-01,2022-08-07,8,Cliente 2005,115.8
1252692308876-01,2022-08-08,8,Cliente 2419,221.7
1252700000491-01,2022-08-08,8,Cliente 643,104.9
1252700365979-01,2022-08-08,8,Cliente 1847,56.9
1252700657912-01,2022-08-08,8,Cliente 2420,276.9
1252700702681-01,2022-08-08,8,Cliente 2421,139.7
1252700990009-01,2022-08-08,8,Cliente 2422,56.9
1252701002031-01,2022-08-08,8,Cliente 2423,249.7
1252701475293-01,2022-08-08,8,Cliente 1847,56.9
1252702900251-01,2022-08-08,8,Cliente 2424,90.9
1252710636253-01,2022-08-08,8,Cliente 2425,467.2
1252712418813-01,2022-08-08,8,Cliente 2374,258.9
1252712481815-01,2022-08-08,8,Cliente 2426,147.8
1252713036961-01,2022-08-08,8,Cliente 2427,194.9
1252713487464-01,2022-08-08,8,Cliente 2428,183.68
1252720611845-01,2022-08-08,8,Cliente 2429,230.8
1252721285340-01,2022-08-08,8,Cliente 2430,139.7
1252721334095-01,2022-08-08,8,Cliente 2431,58.8
1252722067097-01,2022-08-08,8,Cliente 2432,68.9
1252722246377-01,2022-08-08,8,Cliente 2433,182.08
1252722700443-01,2022-08-08,8,Cliente 2434,221.7
1252730548814-01,2022-08-08,8,Cliente 2435,90.9
1252731349046-01,2022-08-08,8,Cliente 1134,109.42
1252510142061-01,2022-08-07,8,Cliente 2436,269.0
1252731457594-01,2022-08-08,8,Cliente 2437,25.9
1252510703916-01,2022-08-07,8,Cliente 2438,56.9
1252731660339-01,2022-08-08,8,Cliente 2439,125.8
1252511497897-01,2022-08-07,8,Cliente 2440,310.5
1252731699387-01,2022-08-08,8,Cliente 2441,61.8
1252732807302-01,2022-08-08,8,Cliente 2442,221.7
1252732943313-01,2022-08-08,8,Cliente 2443,367.36
1252733148634-01,2022-08-08,8,Cliente 2444,167.6
1252512016282-01,2022-08-07,8,Cliente 2445,180.8
1252733174730-01,2022-08-08,8,Cliente 2446,25.9
1252513324234-01,2022-08-07,8,Cliente 2447,105.8
1252733436089-01,2022-08-08,8,Cliente 2448,90.9
1252733449141-01,2022-08-08,8,Cliente 46,151.0
1252513365157-01,2022-08-07,8,Cliente 2449,185.6
1252733469352-01,2022-08-08,8,Cliente 2435,151.0
1252521957979-01,2022-08-07,8,Cliente 2450,99.8
1252733494837-01,2022-08-08,8,Cliente 2451,56.9
1252531831323-01,2022-08-07,8,Cliente 2452,77.8
1252740213083-01,2022-08-08,8,Cliente 2453,90.9
1252740395796-01,2022-08-08,8,Cliente 2454,273.12
1252532139779-01,2022-08-07,8,Cliente 2455,170.7
1252532226912-01,2022-08-07,8,Cliente 2456,76.7
1252532339419-01,2022-08-07,8,Cliente 2457,56.9
1252533540678-01,2022-08-07,8,Cliente 2458,364.16
1252541469833-01,2022-08-07,8,Cliente 2459,309.96
1252541955901-01,2022-08-07,8,Cliente 2460,46.9
1252542814711-01,2022-08-07,8,Cliente 2461,228.5
1252550167892-01,2022-08-07,8,Cliente 2462,187.6
1252551929922-01,2022-08-07,8,Cliente 1482,74.2
1252553095872-01,2022-08-07,8,Cliente 2463,25.9
1252561532526-01,2022-08-07,8,Cliente 2464,25.9
1252562014639-01,2022-08-07,8,Cliente 2465,182.08
1252570776740-01,2022-08-07,8,Cliente 2466,71.01
1252571491621-01,2022-08-07,8,Cliente 2467,12.9
1252582782502-01,2022-08-07,8,Cliente 2468,56.9
1252602021086-01,2022-08-08,8,Cliente 2469,180.7
1252670377590-01,2022-08-08,8,Cliente 2470,84.5
1252680856634-01,2022-08-08,8,Cliente 2471,203.0
1252740447247-01,2022-08-08,8,Cliente 2472,130.0
1252681336650-01,2022-08-08,8,Cliente 2473,176.06
1252681571521-01,2022-08-08,8,Cliente 171,96.2
1252681698464-01,2022-08-08,8,Cliente 171,96.2
1252681796185-01,2022-08-08,8,Cliente 1083,113.3
1252691287378-01,2022-08-08,8,Cliente 2474,339.22
1252691358384-01,2022-08-08,8,Cliente 2475,46.9
1252691761498-01,2022-08-08,8,Cliente 2476,228.4
1252740694206-01,2022-08-08,8,Cliente 2477,164.7
1252741840216-01,2022-08-08,8,Cliente 2478,195.5
1252741892898-01,2022-08-08,8,Cliente 2472,90.9
1252742177335-01,2022-08-08,8,Cliente 2479,77.8
1252742522251-01,2022-08-08,8,Cliente 2480,136.56
1252743212313-01,2022-08-08,8,Cliente 71,186.4
1252751046260-01,2022-08-08,8,Cliente 2481,56.9
1252751438990-01,2022-08-08,8,Cliente 2482,56.9
1252752337739-01,2022-08-08,8,Cliente 2483,56.9
1252752979282-01,2022-08-08,8,Cliente 2484,186.46
1252753167728-01,2022-08-08,8,Cliente 2485,51.8
1252753483855-01,2022-08-08,8,Cliente 2486,161.83
1252753516016-01,2022-08-08,8,Cliente 2487,188.48
1252953166823-01,2022-08-09,8,Cliente 2488,204.5
1252953260693-01,2022-08-09,8,Cliente 2489,246.8
1252960017488-01,2022-08-09,8,Cliente 2490,206.7
1252961734312-01,2022-08-09,8,Cliente 2491,138.8
1252961991855-01,2022-08-09,8,Cliente 2492,148.56
1252963065994-01,2022-08-09,8,Cliente 2493,133.8
1252963437468-01,2022-08-09,8,Cliente 2494,183.68
1252970077954-01,2022-08-09,8,Cliente 2495,191.46
1252970280517-01,2022-08-09,8,Cliente 2496,90.9
1252970342279-01,2022-08-09,8,Cliente 2497,185.9
1252971350777-01,2022-08-09,8,Cliente 2498,124.31
1252971625942-01,2022-08-09,8,Cliente 2499,74.2
1252972830923-01,2022-08-09,8,Cliente 2500,164.16
1252972951470-01,2022-08-09,8,Cliente 2501,90.9
1252973322179-01,2022-08-09,8,Cliente 2502,90.9
1252980251627-01,2022-08-09,8,Cliente 2503,147.8
1252980381203-01,2022-08-09,8,Cliente 2504,150.16
1252980648090-01,2022-08-09,8,Cliente 2505,258.9
1252760590297-01,2022-08-08,8,Cliente 2506,249.3
1252981061576-01,2022-08-09,8,Cliente 2507,144.7
1252982516320-01,2022-08-09,8,Cliente 1539,37.9
1252982961197-01,2022-08-09,8,Cliente 2508,68.9
1252983253571-01,2022-08-09,8,Cliente 2509,77.8
1252990428803-01,2022-08-09,8,Cliente 2510,300.7
1252990792596-01,2022-08-09,8,Cliente 2511,316.06
1252991631866-01,2022-08-09,8,Cliente 2512,129.5
1252992604505-01,2022-08-09,8,Cliente 2513,310.8
1252992995905-01,2022-08-09,8,Cliente 2514,206.8
1252993299745-01,2022-08-09,8,Cliente 273,235.6
1252993520602-01,2022-08-09,8,Cliente 2515,764.0
1253000192903-01,2022-08-09,8,Cliente 2516,221.7
1253000235765-01,2022-08-09,8,Cliente 2517,125.8
1253001884379-01,2022-08-09,8,Cliente 2518,148.56
1253001928662-01,2022-08-09,8,Cliente 2512,129.5
1253002373794-01,2022-08-09,8,Cliente 2519,56.9
1253002851732-01,2022-08-09,8,Cliente 2520,389.0
1253010377859-01,2022-08-09,8,Cliente 2521,78.9
1253011343243-01,2022-08-09,8,Cliente 2522,299.02
1253011448929-01,2022-08-09,8,Cliente 2523,187.5
1253012389446-01,2022-08-09,8,Cliente 2524,170.95
1253020285974-01,2022-08-09,8,Cliente 2525,217.9
1253020328637-01,2022-08-09,8,Cliente 2526,257.0
1253020860796-01,2022-08-09,8,Cliente 2527,359.7
1253021908029-01,2022-08-09,8,Cliente 2528,258.9
1253021928522-01,2022-08-09,8,Cliente 2529,122.7
1252760977107-01,2022-08-08,8,Cliente 2530,90.9
1252762893611-01,2022-08-08,8,Cliente 2126,98.9
1252763194522-01,2022-08-08,8,Cliente 2126,98.9
1252763513963-01,2022-08-08,8,Cliente 2126,98.9
1253030340491-01,2022-08-09,8,Cliente 2531,498.0
1252772975941-01,2022-08-08,8,Cliente 2532,258.9
1252773042106-01,2022-08-08,8,Cliente 1783,182.08
1252773097568-01,2022-08-08,8,Cliente 2533,36.9
1252773383306-01,2022-08-08,8,Cliente 2534,131.9
1252780837460-01,2022-08-08,8,Cliente 2535,315.6
1252781144322-01,2022-08-08,8,Cliente 577,218.9
1252782346287-01,2022-08-08,8,Cliente 2536,68.9
1252782847521-01,2022-08-08,8,Cliente 2537,87.59
1252783517774-01,2022-08-08,8,Cliente 2538,303.08
1253031575564-01,2022-08-09,8,Cliente 2539,182.08
1252790204809-01,2022-08-08,8,Cliente 2540,24.9
1252791437159-01,2022-08-08,8,Cliente 2541,485.6
1252792051225-01,2022-08-08,8,Cliente 2542,173.7
1252792520217-01,2022-08-08,8,Cliente 2543,58.9
1252793440887-01,2022-08-08,8,Cliente 2544,102.7
1253031768724-01,2022-08-09,8,Cliente 2545,25.9
1252800317334-01,2022-08-08,8,Cliente 2546,221.7
1253032337541-01,2022-08-09,8,Cliente 2547,58.9
1253040819793-01,2022-08-09,8,Cliente 2548,182.08
1252800812030-01,2022-08-08,8,Cliente 2549,90.79
1253041238721-01,2022-08-09,8,Cliente 2550,284.5
1252802962089-01,2022-08-08,8,Cliente 2551,77.8
1252810083842-01,2022-08-08,8,Cliente 2552,130.6
1252810174497-01,2022-08-08,8,Cliente 2553,56.9
1252820079356-01,2022-08-08,8,Cliente 2554,182.08
1252822797729-01,2022-08-08,8,Cliente 2555,174.81
1252830410332-01,2022-08-09,8,Cliente 2556,881.0
1252842881227-01,2022-08-09,8,Cliente 2557,201.6
1252871702971-01,2022-08-09,8,Cliente 2558,147.8
1252900095766-01,2022-08-09,8,Cliente 46,151.0
1252903486706-01,2022-08-09,8,Cliente 2559,128.8
1252910653032-01,2022-08-09,8,Cliente 2560,222.5
1252911641058-01,2022-08-09,8,Cliente 417,163.99
1252911642038-01,2022-08-09,8,Cliente 408,373.76
1252912019917-01,2022-08-09,8,Cliente 2561,56.9
1252930962890-01,2022-08-09,8,Cliente 2562,290.0
1252932380972-01,2022-08-09,8,Cliente 2563,82.9
1252932758982-01,2022-08-09,8,Cliente 2425,194.08
1252933031822-01,2022-08-09,8,Cliente 75,189.36
1252940607399-01,2022-08-09,8,Cliente 2564,173.7
1252941272471-01,2022-08-09,8,Cliente 2565,188.8
1252941391444-01,2022-08-09,8,Cliente 2566,104.2
1252941458511-01,2022-08-09,8,Cliente 2567,182.08
1252941716898-01,2022-08-09,8,Cliente 2568,331.6
1252942722871-01,2022-08-09,8,Cliente 2569,469.1
1252942801130-01,2022-08-09,8,Cliente 2570,68.9
1252943288007-01,2022-08-09,8,Cliente 2279,207.73
1252950334085-01,2022-08-09,8,Cliente 2496,86.0
1252951153424-01,2022-08-09,8,Cliente 2571,220.5
1252952833940-01,2022-08-09,8,Cliente 2572,417.0
1253041591449-01,2022-08-09,8,Cliente 2550,284.5
1253240091311-01,2022-08-10,8,Cliente 2245,111.8
1253041692714-01,2022-08-09,8,Cliente 2573,188.5
1253240416205-01,2022-08-10,8,Cliente 2574,125.8
1253042562854-01,2022-08-09,8,Cliente 2575,215.9
1253241908294-01,2022-08-10,8,Cliente 2576,47.1
1253050073933-01,2022-08-09,8,Cliente 2577,183.68
1253241951794-01,2022-08-10,8,Cliente 2578,77.8
1253051726089-01,2022-08-09,8,Cliente 2579,174.5
1253242018639-01,2022-08-10,8,Cliente 2580,195.8
1253242318711-01,2022-08-10,8,Cliente 2581,180.1
1253250737374-01,2022-08-10,8,Cliente 2582,181.0
1253250846453-01,2022-08-10,8,Cliente 2583,183.46
1253251569577-01,2022-08-10,8,Cliente 2584,87.0
1253252466766-01,2022-08-10,8,Cliente 2585,161.33
1253051811910-01,2022-08-09,8,Cliente 2550,284.5
1253052198982-01,2022-08-09,8,Cliente 2586,183.1
1253252998466-01,2022-08-10,8,Cliente 2587,156.3
1253053503152-01,2022-08-09,8,Cliente 2588,182.08
1253253462314-01,2022-08-10,8,Cliente 2589,56.9
1253072218515-01,2022-08-09,8,Cliente 2590,160.26
1253260332090-01,2022-08-10,8,Cliente 2591,241.5
1253073354089-01,2022-08-09,8,Cliente 2592,113.8
1253260856936-01,2022-08-10,8,Cliente 2593,306.96
1253111820558-01,2022-08-10,8,Cliente 2594,63.8
1253141586655-01,2022-08-10,8,Cliente 2595,77.8
1253262082930-01,2022-08-10,8,Cliente 2596,233.7
1253150081935-01,2022-08-10,8,Cliente 796,206.9
1253262242966-01,2022-08-10,8,Cliente 2597,182.08
1253161481955-01,2022-08-10,8,Cliente 2598,56.9
1253262597471-01,2022-08-10,8,Cliente 2599,151.0
1253161813204-01,2022-08-10,8,Cliente 2600,201.7
1253270201500-01,2022-08-10,8,Cliente 2601,183.4
1253163055217-01,2022-08-10,8,Cliente 2602,274.5
1253171380191-01,2022-08-10,8,Cliente 2603,151.0
1253270351133-01,2022-08-10,8,Cliente 2604,161.83
1253171475982-01,2022-08-10,8,Cliente 2605,253.4
1253270417421-01,2022-08-10,8,Cliente 2606,56.9
1253270840953-01,2022-08-10,8,Cliente 41,181.3
1253270928339-01,2022-08-10,8,Cliente 2607,58.9
1253271248169-01,2022-08-10,8,Cliente 2608,58.9
1253272427920-01,2022-08-10,8,Cliente 2609,118.8
1253272785929-01,2022-08-10,8,Cliente 2610,364.16
1253272901363-01,2022-08-10,8,Cliente 2611,25.9
1253172348994-01,2022-08-10,8,Cliente 2612,270.9
1253172619422-01,2022-08-10,8,Cliente 2613,714.0
1253281057412-01,2022-08-10,8,Cliente 2614,36.9
1253281430755-01,2022-08-10,8,Cliente 2615,269.5
1253281822049-01,2022-08-10,8,Cliente 2616,225.6
1253282460037-01,2022-08-10,8,Cliente 1850,104.2
1253282875439-01,2022-08-10,8,Cliente 2617,159.6
1253283185518-01,2022-08-10,8,Cliente 2618,179.0
1253290560953-01,2022-08-10,8,Cliente 2619,151.0
1253292725061-01,2022-08-10,8,Cliente 2620,309.7
1253173264418-01,2022-08-10,8,Cliente 2621,182.08
1253173391664-01,2022-08-10,8,Cliente 2622,98.9
1253301186209-01,2022-08-10,8,Cliente 2623,150.16
1253173395354-01,2022-08-10,8,Cliente 2624,273.2
1253301267559-01,2022-08-10,8,Cliente 2625,222.6
1253311063211-01,2022-08-11,8,Cliente 2626,151.0
1253312375627-01,2022-08-10,8,Cliente 2627,663.2
1253313250860-01,2022-08-10,8,Cliente 1261,221.7
1253322201322-01,2022-08-11,8,Cliente 2628,281.6
1253350930963-01,2022-08-11,8,Cliente 2629,199.6
1253361187777-01,2022-08-11,8,Cliente 2630,125.46
1253390549761-01,2022-08-11,8,Cliente 2631,77.8
1253391310915-01,2022-08-11,8,Cliente 2632,682.8
1253400157416-01,2022-08-11,8,Cliente 2633,142.4
1253401169632-01,2022-08-11,8,Cliente 2397,637.6
1253403028742-01,2022-08-11,8,Cliente 2634,98.9
1253410665350-01,2022-08-11,8,Cliente 2635,211.6
1253410874040-01,2022-08-11,8,Cliente 2636,98.9
1253411344887-01,2022-08-11,8,Cliente 2637,151.7
